127.0.0.1 - - [13/Mar/2023:17:08:23 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:33:36 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678723543216 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "POST /addressbook/?v-1678723543217 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1851
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:43 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:53 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:35:58 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:36:03 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:36:09 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:38:37 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:40:49 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:40:49 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678723849784 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:40:49 +0530] "POST /addressbook/?v-1678723849785 HTTP/1.1" 200 8725
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:40:50 +0530] "POST /addressbook/UIDL/?v-uiId=2 HTTP/1.1" 200 2846
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:40:58 +0530] "POST /addressbook/UIDL/?v-uiId=2 HTTP/1.1" 200 2163
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:41:06 +0530] "POST /addressbook/UIDL/?v-uiId=2 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678723996615 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "POST /addressbook/?v-1678723996616 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:16 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1851
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:17 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:17 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:17 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:27 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:32 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:37 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:38 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:42 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:47 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 323
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:47 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 3359
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:43:47 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1843
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678724102764 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "POST /addressbook/?v-1678724102765 HTTP/1.1" 200 8674
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:02 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:03 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:03 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:03 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1843
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:03 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:03 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:03 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:07 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:09 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:11 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:13 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:15 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 323
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:15 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 3353
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:15 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1839
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:45:49 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=2 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:48:39 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:50:50 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=2 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:53:40 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:55:51 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=2 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:58:41 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:00:52 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=2 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:03:41 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
